,Date,Time,Date&Time,NO2 (ug/m3)
12188,22/5/2020,20:00:00,22/5/2020 20:00,22
12189,22/5/2020,21:00:00,22/5/2020 21:00,26
12190,22/5/2020,22:00:00,22/5/2020 22:00,28
12191,22/5/2020,23:00:00,22/5/2020 23:00,40
12192,23/5/2020,0:00:00,23/5/2020 0:00,52
12193,23/5/2020,1:00:00,23/5/2020 1:00,55
12194,23/5/2020,2:00:00,23/5/2020 2:00,52
12195,23/5/2020,3:00:00,23/5/2020 3:00,52
12196,23/5/2020,4:00:00,23/5/2020 4:00,45
12197,23/5/2020,5:00:00,23/5/2020 5:00,46
12198,23/5/2020,6:00:00,23/5/2020 6:00,49
12199,23/5/2020,7:00:00,23/5/2020 7:00,38
12200,23/5/2020,8:00:00,23/5/2020 8:00,16
12201,23/5/2020,9:00:00,23/5/2020 9:00,28
12202,23/5/2020,10:00:00,23/5/2020 10:00,29
12203,23/5/2020,11:00:00,23/5/2020 11:00,44
12204,23/5/2020,12:00:00,23/5/2020 12:00,52
12205,23/5/2020,13:00:00,23/5/2020 13:00,45
12206,23/5/2020,14:00:00,23/5/2020 14:00,61
12207,23/5/2020,15:00:00,23/5/2020 15:00,55
12208,23/5/2020,16:00:00,23/5/2020 16:00,49
12209,23/5/2020,17:00:00,23/5/2020 17:00,62
12210,23/5/2020,18:00:00,23/5/2020 18:00,65
12211,23/5/2020,19:00:00,23/5/2020 19:00,70
12212,23/5/2020,20:00:00,23/5/2020 20:00,67
12213,23/5/2020,21:00:00,23/5/2020 21:00,57
12214,23/5/2020,22:00:00,23/5/2020 22:00,42
12215,23/5/2020,23:00:00,23/5/2020 23:00,23
12216,24/5/2020,0:00:00,24/5/2020 0:00,39
12217,24/5/2020,1:00:00,24/5/2020 1:00,40
12218,24/5/2020,2:00:00,24/5/2020 2:00,49
12219,24/5/2020,3:00:00,24/5/2020 3:00,34
12220,24/5/2020,4:00:00,24/5/2020 4:00,21
12221,24/5/2020,5:00:00,24/5/2020 5:00,16
12222,24/5/2020,6:00:00,24/5/2020 6:00,16
12223,24/5/2020,7:00:00,24/5/2020 7:00,22
12224,24/5/2020,8:00:00,24/5/2020 8:00,28
12225,24/5/2020,9:00:00,24/5/2020 9:00,30
12226,24/5/2020,10:00:00,24/5/2020 10:00,17
12227,24/5/2020,11:00:00,24/5/2020 11:00,24
12228,24/5/2020,12:00:00,24/5/2020 12:00,39
12229,24/5/2020,13:00:00,24/5/2020 13:00,15
12230,24/5/2020,14:00:00,24/5/2020 14:00,12
12231,24/5/2020,15:00:00,24/5/2020 15:00,12
12232,24/5/2020,16:00:00,24/5/2020 16:00,11
12233,24/5/2020,17:00:00,24/5/2020 17:00,20
12234,24/5/2020,18:00:00,24/5/2020 18:00,16
12235,24/5/2020,19:00:00,24/5/2020 19:00,19
12236,24/5/2020,20:00:00,24/5/2020 20:00,19
12237,24/5/2020,21:00:00,24/5/2020 21:00,19
12238,24/5/2020,22:00:00,24/5/2020 22:00,15
12239,24/5/2020,23:00:00,24/5/2020 23:00,19
12240,25/5/2020,0:00:00,25/5/2020 0:00,4
12241,25/5/2020,1:00:00,25/5/2020 1:00,17
12242,25/5/2020,2:00:00,25/5/2020 2:00,16
12243,25/5/2020,3:00:00,25/5/2020 3:00,19
12244,25/5/2020,4:00:00,25/5/2020 4:00,22
12245,25/5/2020,5:00:00,25/5/2020 5:00,14
12246,25/5/2020,6:00:00,25/5/2020 6:00,16
12247,25/5/2020,7:00:00,25/5/2020 7:00,22
12248,25/5/2020,8:00:00,25/5/2020 8:00,27
12249,25/5/2020,9:00:00,25/5/2020 9:00,21
12250,25/5/2020,10:00:00,25/5/2020 10:00,13
12251,25/5/2020,11:00:00,25/5/2020 11:00,11
12252,25/5/2020,12:00:00,25/5/2020 12:00,4
12253,25/5/2020,13:00:00,25/5/2020 13:00,12
12254,25/5/2020,14:00:00,25/5/2020 14:00,11
12255,25/5/2020,15:00:00,25/5/2020 15:00,12
12256,25/5/2020,16:00:00,25/5/2020 16:00,14
12257,25/5/2020,17:00:00,25/5/2020 17:00,31
12258,25/5/2020,18:00:00,25/5/2020 18:00,16
12259,25/5/2020,19:00:00,25/5/2020 19:00,16
12260,25/5/2020,20:00:00,25/5/2020 20:00,22
12261,25/5/2020,21:00:00,25/5/2020 21:00,23
12262,25/5/2020,22:00:00,25/5/2020 22:00,31
12263,25/5/2020,23:00:00,25/5/2020 23:00,29
12264,26/5/2020,0:00:00,26/5/2020 0:00,22
12265,26/5/2020,1:00:00,26/5/2020 1:00,16
12266,26/5/2020,2:00:00,26/5/2020 2:00,12
12267,26/5/2020,3:00:00,26/5/2020 3:00,17
12268,26/5/2020,4:00:00,26/5/2020 4:00,32
12269,26/5/2020,5:00:00,26/5/2020 5:00,30
12270,26/5/2020,6:00:00,26/5/2020 6:00,28
12271,26/5/2020,7:00:00,26/5/2020 7:00,28
12272,26/5/2020,8:00:00,26/5/2020 8:00,29
12273,26/5/2020,9:00:00,26/5/2020 9:00,29
12274,26/5/2020,10:00:00,26/5/2020 10:00,23
12275,26/5/2020,11:00:00,26/5/2020 11:00,16
12276,26/5/2020,12:00:00,26/5/2020 12:00,22
12277,26/5/2020,13:00:00,26/5/2020 13:00,20
12278,26/5/2020,14:00:00,26/5/2020 14:00,27
12279,26/5/2020,15:00:00,26/5/2020 15:00,37
12280,26/5/2020,16:00:00,26/5/2020 16:00,28
12281,26/5/2020,17:00:00,26/5/2020 17:00,30
12282,26/5/2020,18:00:00,26/5/2020 18:00,23
12283,26/5/2020,19:00:00,26/5/2020 19:00,26
12284,26/5/2020,20:00:00,26/5/2020 20:00,35
12285,26/5/2020,21:00:00,26/5/2020 21:00,31
12286,26/5/2020,22:00:00,26/5/2020 22:00,27
12287,26/5/2020,23:00:00,26/5/2020 23:00,23
12288,27/5/2020,0:00:00,27/5/2020 0:00,26
12289,27/5/2020,1:00:00,27/5/2020 1:00,16
12290,27/5/2020,2:00:00,27/5/2020 2:00,18
12291,27/5/2020,3:00:00,27/5/2020 3:00,22
12292,27/5/2020,4:00:00,27/5/2020 4:00,33
12293,27/5/2020,5:00:00,27/5/2020 5:00,31
12294,27/5/2020,6:00:00,27/5/2020 6:00,33
12295,27/5/2020,7:00:00,27/5/2020 7:00,29
12296,27/5/2020,8:00:00,27/5/2020 8:00,28
12297,27/5/2020,9:00:00,27/5/2020 9:00,21
12298,27/5/2020,10:00:00,27/5/2020 10:00,22
12299,27/5/2020,11:00:00,27/5/2020 11:00,24
12300,27/5/2020,12:00:00,27/5/2020 12:00,26
12301,27/5/2020,13:00:00,27/5/2020 13:00,42
12302,27/5/2020,14:00:00,27/5/2020 14:00,34
12303,27/5/2020,15:00:00,27/5/2020 15:00,27
12304,27/5/2020,16:00:00,27/5/2020 16:00,14
12305,27/5/2020,17:00:00,27/5/2020 17:00,14
12306,27/5/2020,18:00:00,27/5/2020 18:00,19
12307,27/5/2020,19:00:00,27/5/2020 19:00,27
12308,27/5/2020,20:00:00,27/5/2020 20:00,27
12309,27/5/2020,21:00:00,27/5/2020 21:00,20
12310,27/5/2020,22:00:00,27/5/2020 22:00,22
12311,27/5/2020,23:00:00,27/5/2020 23:00,25
12312,28/5/2020,0:00:00,28/5/2020 0:00,24
12313,28/5/2020,1:00:00,28/5/2020 1:00,32
12314,28/5/2020,2:00:00,28/5/2020 2:00,41
12315,28/5/2020,3:00:00,28/5/2020 3:00,31
12316,28/5/2020,4:00:00,28/5/2020 4:00,18
12317,28/5/2020,5:00:00,28/5/2020 5:00,17
12318,28/5/2020,6:00:00,28/5/2020 6:00,22
12319,28/5/2020,7:00:00,28/5/2020 7:00,27
12320,28/5/2020,8:00:00,28/5/2020 8:00,35
12321,28/5/2020,9:00:00,28/5/2020 9:00,37
12322,28/5/2020,10:00:00,28/5/2020 10:00,26
12323,28/5/2020,11:00:00,28/5/2020 11:00,20
12324,28/5/2020,12:00:00,28/5/2020 12:00,24
12325,28/5/2020,13:00:00,28/5/2020 13:00,12
12326,28/5/2020,14:00:00,28/5/2020 14:00,10
12327,28/5/2020,15:00:00,28/5/2020 15:00,9
12328,28/5/2020,16:00:00,28/5/2020 16:00,10
12329,28/5/2020,17:00:00,28/5/2020 17:00,19
12330,28/5/2020,18:00:00,28/5/2020 18:00,23
12331,28/5/2020,19:00:00,28/5/2020 19:00,21
12332,28/5/2020,20:00:00,28/5/2020 20:00,23
12333,28/5/2020,21:00:00,28/5/2020 21:00,24
12334,28/5/2020,22:00:00,28/5/2020 22:00,26
12335,28/5/2020,23:00:00,28/5/2020 23:00,10
12336,29/5/2020,0:00:00,29/5/2020 0:00,19
12337,29/5/2020,1:00:00,29/5/2020 1:00,20
12338,29/5/2020,2:00:00,29/5/2020 2:00,15
12339,29/5/2020,3:00:00,29/5/2020 3:00,25
12340,29/5/2020,4:00:00,29/5/2020 4:00,22
12341,29/5/2020,5:00:00,29/5/2020 5:00,28
12342,29/5/2020,6:00:00,29/5/2020 6:00,30
12343,29/5/2020,7:00:00,29/5/2020 7:00,28
12344,29/5/2020,8:00:00,29/5/2020 8:00,25
12345,29/5/2020,9:00:00,29/5/2020 9:00,20
12346,29/5/2020,10:00:00,29/5/2020 10:00,9
12347,29/5/2020,11:00:00,29/5/2020 11:00,11
12348,29/5/2020,12:00:00,29/5/2020 12:00,19
12349,29/5/2020,13:00:00,29/5/2020 13:00,14
12350,29/5/2020,14:00:00,29/5/2020 14:00,14
12351,29/5/2020,15:00:00,29/5/2020 15:00,16
12352,29/5/2020,16:00:00,29/5/2020 16:00,18
12353,29/5/2020,17:00:00,29/5/2020 17:00,31
12354,29/5/2020,18:00:00,29/5/2020 18:00,55
12355,29/5/2020,19:00:00,29/5/2020 19:00,55
12356,29/5/2020,20:00:00,29/5/2020 20:00,60
12357,29/5/2020,21:00:00,29/5/2020 21:00,50
12358,29/5/2020,22:00:00,29/5/2020 22:00,51
12359,29/5/2020,23:00:00,29/5/2020 23:00,51
12360,30/5/2020,0:00:00,30/5/2020 0:00,7
12361,30/5/2020,1:00:00,30/5/2020 1:00,49
12362,30/5/2020,2:00:00,30/5/2020 2:00,54
12363,30/5/2020,3:00:00,30/5/2020 3:00,52
12364,30/5/2020,4:00:00,30/5/2020 4:00,48
12365,30/5/2020,5:00:00,30/5/2020 5:00,45
12366,30/5/2020,6:00:00,30/5/2020 6:00,42
12367,30/5/2020,7:00:00,30/5/2020 7:00,44
12368,30/5/2020,8:00:00,30/5/2020 8:00,36
12369,30/5/2020,9:00:00,30/5/2020 9:00,32
12370,30/5/2020,10:00:00,30/5/2020 10:00,28
12371,30/5/2020,11:00:00,30/5/2020 11:00,12
12372,30/5/2020,12:00:00,30/5/2020 12:00,7
12373,30/5/2020,13:00:00,30/5/2020 13:00,10
12374,30/5/2020,14:00:00,30/5/2020 14:00,25
12375,30/5/2020,15:00:00,30/5/2020 15:00,14
12376,30/5/2020,16:00:00,30/5/2020 16:00,20
12377,30/5/2020,17:00:00,30/5/2020 17:00,19
12378,30/5/2020,18:00:00,30/5/2020 18:00,18
12379,30/5/2020,19:00:00,30/5/2020 19:00,20
12380,30/5/2020,20:00:00,30/5/2020 20:00,29
12381,30/5/2020,21:00:00,30/5/2020 21:00,40
12382,30/5/2020,22:00:00,30/5/2020 22:00,45
12383,30/5/2020,23:00:00,30/5/2020 23:00,51
12384,31/5/2020,0:00:00,31/5/2020 0:00,54
12385,31/5/2020,1:00:00,31/5/2020 1:00,54
12386,31/5/2020,2:00:00,31/5/2020 2:00,52
12387,31/5/2020,3:00:00,31/5/2020 3:00,53
12388,31/5/2020,4:00:00,31/5/2020 4:00,52
12389,31/5/2020,5:00:00,31/5/2020 5:00,49
12390,31/5/2020,6:00:00,31/5/2020 6:00,48
12391,31/5/2020,7:00:00,31/5/2020 7:00,41
12392,31/5/2020,8:00:00,31/5/2020 8:00,32
12393,31/5/2020,9:00:00,31/5/2020 9:00,25
12394,31/5/2020,10:00:00,31/5/2020 10:00,15
12395,31/5/2020,11:00:00,31/5/2020 11:00,12
12396,31/5/2020,12:00:00,31/5/2020 12:00,54
12397,31/5/2020,13:00:00,31/5/2020 13:00,9
12398,31/5/2020,14:00:00,31/5/2020 14:00,9
12399,31/5/2020,15:00:00,31/5/2020 15:00,11
12400,31/5/2020,16:00:00,31/5/2020 16:00,14
12401,31/5/2020,17:00:00,31/5/2020 17:00,9
12402,31/5/2020,18:00:00,31/5/2020 18:00,16
12403,31/5/2020,19:00:00,31/5/2020 19:00,19
12404,31/5/2020,20:00:00,31/5/2020 20:00,24
12405,31/5/2020,21:00:00,31/5/2020 21:00,35
12406,31/5/2020,22:00:00,31/5/2020 22:00,38
12407,31/5/2020,23:00:00,31/5/2020 23:00,43
12408,1/6/2020,0:00:00,1/6/2020 0:00,44
12409,1/6/2020,1:00:00,1/6/2020 1:00,45
12410,1/6/2020,2:00:00,1/6/2020 2:00,42
12411,1/6/2020,3:00:00,1/6/2020 3:00,41
12412,1/6/2020,4:00:00,1/6/2020 4:00,38
12413,1/6/2020,5:00:00,1/6/2020 5:00,34
12414,1/6/2020,6:00:00,1/6/2020 6:00,34
12415,1/6/2020,7:00:00,1/6/2020 7:00,34
12416,1/6/2020,8:00:00,1/6/2020 8:00,32
12417,1/6/2020,9:00:00,1/6/2020 9:00,32
12418,1/6/2020,10:00:00,1/6/2020 10:00,15
12419,1/6/2020,11:00:00,1/6/2020 11:00,14
12420,1/6/2020,12:00:00,1/6/2020 12:00,44
12421,1/6/2020,13:00:00,1/6/2020 13:00,10
12422,1/6/2020,14:00:00,1/6/2020 14:00,14
12423,1/6/2020,15:00:00,1/6/2020 15:00,16
12424,1/6/2020,16:00:00,1/6/2020 16:00,16
12425,1/6/2020,17:00:00,1/6/2020 17:00,23
12426,1/6/2020,18:00:00,1/6/2020 18:00,25
12427,1/6/2020,19:00:00,1/6/2020 19:00,28
12428,1/6/2020,20:00:00,1/6/2020 20:00,29
12429,1/6/2020,21:00:00,1/6/2020 21:00,32
12430,1/6/2020,22:00:00,1/6/2020 22:00,31
12431,1/6/2020,23:00:00,1/6/2020 23:00,30
12432,2/6/2020,0:00:00,2/6/2020 0:00,29
12433,2/6/2020,1:00:00,2/6/2020 1:00,23
12434,2/6/2020,2:00:00,2/6/2020 2:00,21
12435,2/6/2020,3:00:00,2/6/2020 3:00,25
12436,2/6/2020,4:00:00,2/6/2020 4:00,27
12437,2/6/2020,5:00:00,2/6/2020 5:00,22
12438,2/6/2020,6:00:00,2/6/2020 6:00,20
12439,2/6/2020,7:00:00,2/6/2020 7:00,26
12440,2/6/2020,8:00:00,2/6/2020 8:00,25
12441,2/6/2020,9:00:00,2/6/2020 9:00,25
12442,2/6/2020,10:00:00,2/6/2020 10:00,27
12443,2/6/2020,11:00:00,2/6/2020 11:00,15
12444,2/6/2020,12:00:00,2/6/2020 12:00,29
12445,2/6/2020,13:00:00,2/6/2020 13:00,12
12446,2/6/2020,14:00:00,2/6/2020 14:00,11
12447,2/6/2020,15:00:00,2/6/2020 15:00,15
12448,2/6/2020,16:00:00,2/6/2020 16:00,18
12449,2/6/2020,17:00:00,2/6/2020 17:00,12
12450,2/6/2020,18:00:00,2/6/2020 18:00,19
12451,2/6/2020,19:00:00,2/6/2020 19:00,21
12452,2/6/2020,20:00:00,2/6/2020 20:00,26
12453,2/6/2020,21:00:00,2/6/2020 21:00,23
12454,2/6/2020,22:00:00,2/6/2020 22:00,18
12455,2/6/2020,23:00:00,2/6/2020 23:00,22
12456,3/6/2020,0:00:00,3/6/2020 0:00,22
12457,3/6/2020,1:00:00,3/6/2020 1:00,25
12458,3/6/2020,2:00:00,3/6/2020 2:00,26
12459,3/6/2020,3:00:00,3/6/2020 3:00,22
12460,3/6/2020,4:00:00,3/6/2020 4:00,20
12461,3/6/2020,5:00:00,3/6/2020 5:00,21
12462,3/6/2020,6:00:00,3/6/2020 6:00,17
12463,3/6/2020,7:00:00,3/6/2020 7:00,21
12464,3/6/2020,8:00:00,3/6/2020 8:00,24
12465,3/6/2020,9:00:00,3/6/2020 9:00,23
12466,3/6/2020,10:00:00,3/6/2020 10:00,26
12467,3/6/2020,11:00:00,3/6/2020 11:00,18
12468,3/6/2020,12:00:00,3/6/2020 12:00,22
12469,3/6/2020,13:00:00,3/6/2020 13:00,14
12470,3/6/2020,14:00:00,3/6/2020 14:00,20
12471,3/6/2020,15:00:00,3/6/2020 15:00,12
12472,3/6/2020,16:00:00,3/6/2020 16:00,14
12473,3/6/2020,17:00:00,3/6/2020 17:00,15
12474,3/6/2020,18:00:00,3/6/2020 18:00,19
12475,3/6/2020,19:00:00,3/6/2020 19:00,27
12476,3/6/2020,20:00:00,3/6/2020 20:00,33
12477,3/6/2020,21:00:00,3/6/2020 21:00,19
12478,3/6/2020,22:00:00,3/6/2020 22:00,18
12479,3/6/2020,23:00:00,3/6/2020 23:00,25
12480,4/6/2020,0:00:00,4/6/2020 0:00,2
12481,4/6/2020,1:00:00,4/6/2020 1:00,23
12482,4/6/2020,2:00:00,4/6/2020 2:00,23
12483,4/6/2020,3:00:00,4/6/2020 3:00,15
12484,4/6/2020,4:00:00,4/6/2020 4:00,20
12485,4/6/2020,5:00:00,4/6/2020 5:00,17
12486,4/6/2020,6:00:00,4/6/2020 6:00,18
12487,4/6/2020,7:00:00,4/6/2020 7:00,19
12488,4/6/2020,8:00:00,4/6/2020 8:00,22
12489,4/6/2020,9:00:00,4/6/2020 9:00,21
12490,4/6/2020,10:00:00,4/6/2020 10:00,20
12491,4/6/2020,11:00:00,4/6/2020 11:00,16
12492,4/6/2020,12:00:00,4/6/2020 12:00,2
12493,4/6/2020,13:00:00,4/6/2020 13:00,14
12494,4/6/2020,14:00:00,4/6/2020 14:00,14
12495,4/6/2020,15:00:00,4/6/2020 15:00,11
12496,4/6/2020,16:00:00,4/6/2020 16:00,11
12497,4/6/2020,17:00:00,4/6/2020 17:00,10
12498,4/6/2020,18:00:00,4/6/2020 18:00,22
12499,4/6/2020,19:00:00,4/6/2020 19:00,23
12500,4/6/2020,20:00:00,4/6/2020 20:00,18
12501,4/6/2020,21:00:00,4/6/2020 21:00,14
12502,4/6/2020,22:00:00,4/6/2020 22:00,18
12503,4/6/2020,23:00:00,4/6/2020 23:00,27
12504,5/6/2020,0:00:00,5/6/2020 0:00,31
12505,5/6/2020,1:00:00,5/6/2020 1:00,33
12506,5/6/2020,2:00:00,5/6/2020 2:00,32
12507,5/6/2020,3:00:00,5/6/2020 3:00,17
12508,5/6/2020,4:00:00,5/6/2020 4:00,8
12509,5/6/2020,5:00:00,5/6/2020 5:00,8
12510,5/6/2020,6:00:00,5/6/2020 6:00,13
12511,5/6/2020,7:00:00,5/6/2020 7:00,13
12512,5/6/2020,8:00:00,5/6/2020 8:00,14
12513,5/6/2020,9:00:00,5/6/2020 9:00,13
12514,5/6/2020,10:00:00,5/6/2020 10:00,12
12515,5/6/2020,11:00:00,5/6/2020 11:00,11
12516,5/6/2020,12:00:00,5/6/2020 12:00,31
12517,5/6/2020,13:00:00,5/6/2020 13:00,9
12518,5/6/2020,14:00:00,5/6/2020 14:00,9
12519,5/6/2020,15:00:00,5/6/2020 15:00,9
12520,5/6/2020,16:00:00,5/6/2020 16:00,8
12521,5/6/2020,17:00:00,5/6/2020 17:00,13
12522,5/6/2020,18:00:00,5/6/2020 18:00,15
12523,5/6/2020,19:00:00,5/6/2020 19:00,17
12524,5/6/2020,20:00:00,5/6/2020 20:00,14
12525,5/6/2020,21:00:00,5/6/2020 21:00,17
12526,5/6/2020,22:00:00,5/6/2020 22:00,17
12527,5/6/2020,23:00:00,5/6/2020 23:00,14
12528,6/6/2020,0:00:00,6/6/2020 0:00,14
12529,6/6/2020,1:00:00,6/6/2020 1:00,11
12530,6/6/2020,2:00:00,6/6/2020 2:00,9
12531,6/6/2020,3:00:00,6/6/2020 3:00,11
12532,6/6/2020,4:00:00,6/6/2020 4:00,16
12533,6/6/2020,5:00:00,6/6/2020 5:00,8
12534,6/6/2020,6:00:00,6/6/2020 6:00,11
12535,6/6/2020,7:00:00,6/6/2020 7:00,16
12536,6/6/2020,8:00:00,6/6/2020 8:00,16
12537,6/6/2020,9:00:00,6/6/2020 9:00,19
12538,6/6/2020,10:00:00,6/6/2020 10:00,24
12539,6/6/2020,11:00:00,6/6/2020 11:00,25
12540,6/6/2020,12:00:00,6/6/2020 12:00,14
12541,6/6/2020,13:00:00,6/6/2020 13:00,21
12542,6/6/2020,14:00:00,6/6/2020 14:00,22
12543,6/6/2020,15:00:00,6/6/2020 15:00,22
12544,6/6/2020,16:00:00,6/6/2020 16:00,28
12545,6/6/2020,17:00:00,6/6/2020 17:00,28
12546,6/6/2020,18:00:00,6/6/2020 18:00,27
12547,6/6/2020,19:00:00,6/6/2020 19:00,25
12548,6/6/2020,20:00:00,6/6/2020 20:00,33
12549,6/6/2020,21:00:00,6/6/2020 21:00,52
12550,6/6/2020,22:00:00,6/6/2020 22:00,52
12551,6/6/2020,23:00:00,6/6/2020 23:00,39
12552,7/6/2020,0:00:00,7/6/2020 0:00,32
12553,7/6/2020,1:00:00,7/6/2020 1:00,32
12554,7/6/2020,2:00:00,7/6/2020 2:00,32
12555,7/6/2020,3:00:00,7/6/2020 3:00,25
12556,7/6/2020,4:00:00,7/6/2020 4:00,17
12557,7/6/2020,5:00:00,7/6/2020 5:00,19
12558,7/6/2020,6:00:00,7/6/2020 6:00,21
12559,7/6/2020,7:00:00,7/6/2020 7:00,18
12560,7/6/2020,8:00:00,7/6/2020 8:00,27
12561,7/6/2020,9:00:00,7/6/2020 9:00,23
12562,7/6/2020,10:00:00,7/6/2020 10:00,10
12563,7/6/2020,11:00:00,7/6/2020 11:00,14
12564,7/6/2020,12:00:00,7/6/2020 12:00,32
12565,7/6/2020,13:00:00,7/6/2020 13:00,13
12566,7/6/2020,14:00:00,7/6/2020 14:00,15
12567,7/6/2020,15:00:00,7/6/2020 15:00,16
12568,7/6/2020,16:00:00,7/6/2020 16:00,13
12569,7/6/2020,17:00:00,7/6/2020 17:00,12
12570,7/6/2020,18:00:00,7/6/2020 18:00,16
12571,7/6/2020,19:00:00,7/6/2020 19:00,21
12572,7/6/2020,20:00:00,7/6/2020 20:00,32
12573,7/6/2020,21:00:00,7/6/2020 21:00,35
12574,7/6/2020,22:00:00,7/6/2020 22:00,33
12575,7/6/2020,23:00:00,7/6/2020 23:00,27
12576,8/6/2020,0:00:00,8/6/2020 0:00,29
12577,8/6/2020,1:00:00,8/6/2020 1:00,23
12578,8/6/2020,2:00:00,8/6/2020 2:00,21
12579,8/6/2020,3:00:00,8/6/2020 3:00,27
12580,8/6/2020,4:00:00,8/6/2020 4:00,31
12581,8/6/2020,5:00:00,8/6/2020 5:00,24
12582,8/6/2020,6:00:00,8/6/2020 6:00,23
12583,8/6/2020,7:00:00,8/6/2020 7:00,16
12584,8/6/2020,8:00:00,8/6/2020 8:00,21
12585,8/6/2020,9:00:00,8/6/2020 9:00,21
12586,8/6/2020,10:00:00,8/6/2020 10:00,15
12587,8/6/2020,11:00:00,8/6/2020 11:00,20
12588,8/6/2020,12:00:00,8/6/2020 12:00,29
12589,8/6/2020,13:00:00,8/6/2020 13:00,18
12590,8/6/2020,14:00:00,8/6/2020 14:00,24
12591,8/6/2020,15:00:00,8/6/2020 15:00,21
12592,8/6/2020,16:00:00,8/6/2020 16:00,28
12593,8/6/2020,17:00:00,8/6/2020 17:00,27
12594,8/6/2020,18:00:00,8/6/2020 18:00,35
12595,8/6/2020,19:00:00,8/6/2020 19:00,30
12596,8/6/2020,20:00:00,8/6/2020 20:00,27
12597,8/6/2020,21:00:00,8/6/2020 21:00,35
12598,8/6/2020,22:00:00,8/6/2020 22:00,28
12599,8/6/2020,23:00:00,8/6/2020 23:00,30
12600,9/6/2020,0:00:00,9/6/2020 0:00,2
12601,9/6/2020,1:00:00,9/6/2020 1:00,17
12602,9/6/2020,2:00:00,9/6/2020 2:00,17
12603,9/6/2020,3:00:00,9/6/2020 3:00,21
12604,9/6/2020,4:00:00,9/6/2020 4:00,18
12605,9/6/2020,5:00:00,9/6/2020 5:00,15
12606,9/6/2020,6:00:00,9/6/2020 6:00,16
12607,9/6/2020,7:00:00,9/6/2020 7:00,20
12608,9/6/2020,8:00:00,9/6/2020 8:00,26
12609,9/6/2020,9:00:00,9/6/2020 9:00,20
12610,9/6/2020,10:00:00,9/6/2020 10:00,15
12611,9/6/2020,11:00:00,9/6/2020 11:00,10
12612,9/6/2020,12:00:00,9/6/2020 12:00,2
12613,9/6/2020,13:00:00,9/6/2020 13:00,10
12614,9/6/2020,14:00:00,9/6/2020 14:00,9
12615,9/6/2020,15:00:00,9/6/2020 15:00,11
12616,9/6/2020,16:00:00,9/6/2020 16:00,11
12617,9/6/2020,17:00:00,9/6/2020 17:00,12
12618,9/6/2020,18:00:00,9/6/2020 18:00,12
12619,9/6/2020,19:00:00,9/6/2020 19:00,13
12620,9/6/2020,20:00:00,9/6/2020 20:00,14
12621,9/6/2020,21:00:00,9/6/2020 21:00,20
12622,9/6/2020,22:00:00,9/6/2020 22:00,21
12623,9/6/2020,23:00:00,9/6/2020 23:00,20
12624,10/6/2020,0:00:00,10/6/2020 0:00,17
12625,10/6/2020,1:00:00,10/6/2020 1:00,15
12626,10/6/2020,2:00:00,10/6/2020 2:00,15
12627,10/6/2020,3:00:00,10/6/2020 3:00,17
12628,10/6/2020,4:00:00,10/6/2020 4:00,17
12629,10/6/2020,5:00:00,10/6/2020 5:00,13
12630,10/6/2020,6:00:00,10/6/2020 6:00,10
12631,10/6/2020,7:00:00,10/6/2020 7:00,11
12632,10/6/2020,8:00:00,10/6/2020 8:00,19
12633,10/6/2020,9:00:00,10/6/2020 9:00,18
12634,10/6/2020,10:00:00,10/6/2020 10:00,14
12635,10/6/2020,11:00:00,10/6/2020 11:00,15
12636,10/6/2020,12:00:00,10/6/2020 12:00,17
12637,10/6/2020,13:00:00,10/6/2020 13:00,12
12638,10/6/2020,14:00:00,10/6/2020 14:00,13
12639,10/6/2020,15:00:00,10/6/2020 15:00,11
12640,10/6/2020,16:00:00,10/6/2020 16:00,11
12641,10/6/2020,17:00:00,10/6/2020 17:00,10
12642,10/6/2020,18:00:00,10/6/2020 18:00,15
12643,10/6/2020,19:00:00,10/6/2020 19:00,15
12644,10/6/2020,20:00:00,10/6/2020 20:00,20
12645,10/6/2020,21:00:00,10/6/2020 21:00,23
12646,10/6/2020,22:00:00,10/6/2020 22:00,23
12647,10/6/2020,23:00:00,10/6/2020 23:00,35
12648,11/6/2020,0:00:00,11/6/2020 0:00,35
12649,11/6/2020,1:00:00,11/6/2020 1:00,35
12650,11/6/2020,2:00:00,11/6/2020 2:00,35
12651,11/6/2020,3:00:00,11/6/2020 3:00,34
12652,11/6/2020,4:00:00,11/6/2020 4:00,34
12653,11/6/2020,5:00:00,11/6/2020 5:00,33
12654,11/6/2020,6:00:00,11/6/2020 6:00,32
12655,11/6/2020,7:00:00,11/6/2020 7:00,31
12656,11/6/2020,8:00:00,11/6/2020 8:00,30
12657,11/6/2020,9:00:00,11/6/2020 9:00,25
12658,11/6/2020,10:00:00,11/6/2020 10:00,29
12659,11/6/2020,11:00:00,11/6/2020 11:00,18
12660,11/6/2020,12:00:00,11/6/2020 12:00,35
12661,11/6/2020,13:00:00,11/6/2020 13:00,15
12662,11/6/2020,14:00:00,11/6/2020 14:00,17
12663,11/6/2020,15:00:00,11/6/2020 15:00,20
12664,11/6/2020,16:00:00,11/6/2020 16:00,21
12665,11/6/2020,17:00:00,11/6/2020 17:00,18
12666,11/6/2020,18:00:00,11/6/2020 18:00,20
12667,11/6/2020,19:00:00,11/6/2020 19:00,19
12668,11/6/2020,20:00:00,11/6/2020 20:00,32
